input,R,G,B
8.554687500000000000e-01,9.220283539000000417e-01,8.951152632000000109e-01,8.371054591875000117e-01
8.593750000000000000e-01,9.255138920999999019e-01,8.989294695999999751e-01,8.417712494500000364e-01
8.632812500000000000e-01,9.289994302999999842e-01,9.027436760000000504e-01,8.464370397125000611e-01
8.671875000000000000e-01,9.324849685000000665e-01,9.065578824000000147e-01,8.511028299750000858e-01
8.710937500000000000e-01,9.359705066999999268e-01,9.103720888000000899e-01,8.557686202374999995e-01
8.750000000000000000e-01,9.394560449000000091e-01,9.141862952000000542e-01,8.604344105000000242e-01
8.789062500000000000e-01,9.413505807249999968e-01,9.177911726375000967e-01,8.677573131250000404e-01
8.828125000000000000e-01,9.432451165499999846e-01,9.213960500750000282e-01,8.750802157499999456e-01
8.867187500000000000e-01,9.451396523750000833e-01,9.250009275124999597e-01,8.824031183749999618e-01
8.906250000000000000e-01,9.470341881999999600e-01,9.286058049500001133e-01,8.897260210000000891e-01
8.945312500000000000e-01,9.489287240249999478e-01,9.322106823874999337e-01,8.970489236250001053e-01
8.984375000000000000e-01,9.508232598500000465e-01,9.358155598249999763e-01,9.043718262500000105e-01
9.023437500000000000e-01,9.527177956750000343e-01,9.394204372625000188e-01,9.116947288750000267e-01
9.062500000000000000e-01,9.546123315000000220e-01,9.430253146999999503e-01,9.190176315000000429e-01
9.101562500000000000e-01,9.564155105625000708e-01,9.461298839499999724e-01,9.248221239000000704e-01
9.140625000000000000e-01,9.582186896250000085e-01,9.492344531999999946e-01,9.306266163000000979e-01
9.179687500000000000e-01,9.600218686875000573e-01,9.523390224500000167e-01,9.364311087000000144e-01
9.218750000000000000e-01,9.618250477499998841e-01,9.554435916999999279e-01,9.422356011000000420e-01
9.257812500000000000e-01,9.636282268124999328e-01,9.585481609499999500e-01,9.480400935000000695e-01
9.296875000000000000e-01,9.654314058749999816e-01,9.616527301999999722e-01,9.538445858999999860e-01
9.335937500000000000e-01,9.672345849374999194e-01,9.647572994499999943e-01,9.596490783000000135e-01
9.375000000000000000e-01,9.690377639999999682e-01,9.678618687000000165e-01,9.654535707000000411e-01
9.414062500000000000e-01,9.712941451875000132e-01,9.702652367999999861e-01,9.681579760500000909e-01
9.453125000000000000e-01,9.735505263749999472e-01,9.726686048999999556e-01,9.708623814000000296e-01
9.492187500000000000e-01,9.758069075624999922e-01,9.750719730000000363e-01,9.735667867500000794e-01
9.531250000000000000e-01,9.780632887499999262e-01,9.774753411000000058e-01,9.762711921000000181e-01
9.570312500000000000e-01,9.803196699374999712e-01,9.798787091999999754e-01,9.789755974499999569e-01
9.609375000000000000e-01,9.825760511249999052e-01,9.822820773000000560e-01,9.816800028000000067e-01
9.648437500000000000e-01,9.848324323124999502e-01,9.846854454000000256e-01,9.843844081499999454e-01
9.687500000000000000e-01,9.870888134999999952e-01,9.870888134999999952e-01,9.870888134999999952e-01
9.726562500000000000e-01,9.887027118124999125e-01,9.887027118124999125e-01,9.887027118124999125e-01
9.765625000000000000e-01,9.903166101249999409e-01,9.903166101250000519e-01,9.903166101250000519e-01
9.804687500000000000e-01,9.919305084374999693e-01,9.919305084375000803e-01,9.919305084374999693e-01
9.843750000000000000e-01,9.935444067499998866e-01,9.935444067500001086e-01,9.935444067499999976e-01
9.882812500000000000e-01,9.951583050625000260e-01,9.951583050624999149e-01,9.951583050625000260e-01
9.921875000000000000e-01,9.967722033750000543e-01,9.967722033749999433e-01,9.967722033749999433e-01
9.960937500000000000e-01,9.983861016875000827e-01,9.983861016875000827e-01,9.983861016875000827e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
