input,R,G,B
3.203125000000000000e-01,3.122676099250000226e-01,3.251906277250000143e-01,3.272124160249999525e-01
3.242187500000000000e-01,3.178215887375000492e-01,3.295234302374999702e-01,3.305257984874999666e-01
3.281250000000000000e-01,3.233755675500000204e-01,3.338562327500000371e-01,3.338391809500000362e-01
3.320312500000000000e-01,3.289295463624999916e-01,3.381890352624999929e-01,3.371525634124999948e-01
3.359375000000000000e-01,3.344835251750000182e-01,3.425218377750000598e-01,3.404659458750000089e-01
3.398437500000000000e-01,3.400375039874999894e-01,3.468546402875000156e-01,3.437793283374999675e-01
3.437500000000000000e-01,3.455914828000000161e-01,3.511874428000000270e-01,3.470927107999999817e-01
3.476562500000000000e-01,3.510572459500000408e-01,3.555425768500000694e-01,3.504782084374999940e-01
3.515625000000000000e-01,3.565230090999999546e-01,3.598977109000000008e-01,3.538637060750000063e-01
3.554687500000000000e-01,3.619887722499999794e-01,3.642528449500000431e-01,3.572492037125000186e-01
3.593750000000000000e-01,3.674545353999999486e-01,3.686079789999999745e-01,3.606347013499999754e-01
3.632812500000000000e-01,3.729202985500000289e-01,3.729631130499999614e-01,3.640201989875000432e-01
3.671875000000000000e-01,3.783860617000000537e-01,3.773182471000000038e-01,3.674056966250000000e-01
3.710937500000000000e-01,3.838518248499999674e-01,3.816733811499999351e-01,3.707911942625000679e-01
3.750000000000000000e-01,3.893175879999999922e-01,3.860285151999999775e-01,3.741766919000000247e-01
3.789062500000000000e-01,3.946100976749999933e-01,3.904284708999999909e-01,3.777591488875000625e-01
3.828125000000000000e-01,3.999026073499999945e-01,3.948284265999999487e-01,3.813416058749999893e-01
3.867187500000000000e-01,4.051951170249999956e-01,3.992283822999999621e-01,3.849240628624999716e-01
3.906250000000000000e-01,4.104876267000000523e-01,4.036283379999999754e-01,3.885065198500000094e-01
3.945312500000000000e-01,4.157801363749999979e-01,4.080282936999999888e-01,3.920889768375000473e-01
3.984375000000000000e-01,4.210726460499999990e-01,4.124282494000000021e-01,3.956714338250000296e-01
4.023437500000000000e-01,4.263651557250000002e-01,4.168282050999999599e-01,3.992538908124999564e-01
4.062500000000000000e-01,4.316576654000000013e-01,4.212281607999999733e-01,4.028363477999999942e-01
4.101562500000000000e-01,4.367060508624999726e-01,4.256920925000000078e-01,4.067279186000000157e-01
4.140625000000000000e-01,4.417544363249999995e-01,4.301560241999999867e-01,4.106194893999999818e-01
4.179687500000000000e-01,4.468028217874999708e-01,4.346199559000000212e-01,4.145110602000000033e-01
4.218750000000000000e-01,4.518512072499999421e-01,4.390838875999999447e-01,4.184026309999999693e-01
4.257812500000000000e-01,4.568995927125000245e-01,4.435478192999999791e-01,4.222942017999999909e-01
4.296875000000000000e-01,4.619479781749999958e-01,4.480117510000000136e-01,4.261857726000000124e-01
4.335937500000000000e-01,4.669963636375000227e-01,4.524756826999999926e-01,4.300773433999999784e-01
4.375000000000000000e-01,4.720447490999999940e-01,4.569396144000000271e-01,4.339689141999999999e-01
4.414062500000000000e-01,4.768070439500000091e-01,4.614780757125000465e-01,4.382427761624999585e-01
4.453125000000000000e-01,4.815693387999999686e-01,4.660165370250000105e-01,4.425166381250000280e-01
4.492187500000000000e-01,4.863316336499999282e-01,4.705549983375000300e-01,4.467905000874999866e-01
4.531250000000000000e-01,4.910939284999999987e-01,4.750934596499999385e-01,4.510643620500000006e-01
4.570312500000000000e-01,4.958562233499999583e-01,4.796319209625000135e-01,4.553382240125000147e-01
4.609375000000000000e-01,5.006185181999999179e-01,4.841703822750000330e-01,4.596120859749999732e-01
4.648437500000000000e-01,5.053808130499999329e-01,4.887088435874999970e-01,4.638859479375000427e-01
4.687500000000000000e-01,5.101431078999999480e-01,4.932473049000000165e-01,4.681598099000000013e-01
4.726562500000000000e-01,5.147564400249998728e-01,4.978231837875000121e-01,4.726774217749999951e-01
4.765625000000000000e-01,5.193697721500000197e-01,5.023990626749998967e-01,4.771950336499999334e-01
4.804687500000000000e-01,5.239831042749999446e-01,5.069749415625000033e-01,4.817126455249999828e-01
4.843750000000000000e-01,5.285964363999999804e-01,5.115508204499999989e-01,4.862302574000000321e-01
4.882812500000000000e-01,5.332097685250000163e-01,5.161266993374999945e-01,4.907478692750000260e-01
4.921875000000000000e-01,5.378231006499999411e-01,5.207025782250001011e-01,4.952654811500000753e-01
4.960937500000000000e-01,5.424364327750000880e-01,5.252784571124999857e-01,4.997830930250000137e-01
5.000000000000000000e-01,5.470497649000000129e-01,5.298543359999999813e-01,5.043007049000000075e-01
5.039062500000000000e-01,5.516918979125000622e-01,5.344472030375000404e-01,5.086693202875001152e-01
5.078125000000000000e-01,5.563340309249998894e-01,5.390400700749999885e-01,5.130379356749998898e-01
5.117187500000000000e-01,5.609761639374999387e-01,5.436329371125000476e-01,5.174065510624999975e-01
5.156250000000000000e-01,5.656182969500000990e-01,5.482258041500001067e-01,5.217751664499999942e-01
5.195312500000000000e-01,5.702604299625000372e-01,5.528186711874999437e-01,5.261437818374999908e-01
5.234375000000000000e-01,5.749025629749999755e-01,5.574115382250000028e-01,5.305123972250000985e-01
5.273437500000000000e-01,5.795446959874999138e-01,5.620044052624999509e-01,5.348810126124998732e-01
5.312500000000000000e-01,5.841868289999999631e-01,5.665972723000000100e-01,5.392496279999999809e-01
5.351562500000000000e-01,5.888883745874999853e-01,5.712041109750001233e-01,5.433932005124999520e-01
5.390625000000000000e-01,5.935899201750000076e-01,5.758109496500000146e-01,5.475367730249998122e-01
5.429687500000000000e-01,5.982914657625000299e-01,5.804177883250001280e-01,5.516803455375000054e-01
5.468750000000000000e-01,6.029930113499999411e-01,5.850246270000001303e-01,5.558239180499999765e-01
5.507812500000000000e-01,6.076945569375000744e-01,5.896314656749999106e-01,5.599674905624999477e-01
5.546875000000000000e-01,6.123961025249999857e-01,5.942383043500000239e-01,5.641110630750001409e-01
5.585937500000000000e-01,6.170976481124998969e-01,5.988451430249999152e-01,5.682546355875000010e-01
5.625000000000000000e-01,6.217991937000000302e-01,6.034519817000000286e-01,5.723982080999999722e-01
5.664062500000000000e-01,6.265216693749999788e-01,6.080703183625000285e-01,5.764443276249999748e-01
5.703125000000000000e-01,6.312441450500000384e-01,6.126886550250001395e-01,5.804904471499999774e-01
5.742187500000000000e-01,6.359666207249999870e-01,6.173069916875000285e-01,5.845365666749999800e-01
5.781250000000000000e-01,6.406890964000000466e-01,6.219253283499999174e-01,5.885826861999999826e-01
5.820312500000000000e-01,6.454115720749999952e-01,6.265436650125000284e-01,5.926288057249999852e-01
5.859375000000000000e-01,6.501340477499999437e-01,6.311620016750000284e-01,5.966749252499999878e-01
5.898437500000000000e-01,6.548565234250000033e-01,6.357803383375000283e-01,6.007210447749999904e-01
5.937500000000000000e-01,6.595789990999999519e-01,6.403986750000000283e-01,6.047671642999999930e-01
5.976562500000000000e-01,6.642895314375000249e-01,6.450255472875000562e-01,6.088325177500000240e-01
6.015625000000000000e-01,6.690000637749999868e-01,6.496524195749999731e-01,6.128978711999999440e-01
6.054687500000000000e-01,6.737105961124999487e-01,6.542792918625000009e-01,6.169632246499999750e-01
6.093750000000000000e-01,6.784211284499999106e-01,6.589061641500000288e-01,6.210285781000000060e-01
6.132812500000000000e-01,6.831316607874999836e-01,6.635330364375000567e-01,6.250939315500000371e-01
6.171875000000000000e-01,6.878421931249998345e-01,6.681599087250000846e-01,6.291592850000000681e-01
6.210937500000000000e-01,6.925527254624999074e-01,6.727867810125000014e-01,6.332246384499999881e-01
6.250000000000000000e-01,6.972632577999999803e-01,6.774136533000000293e-01,6.372899919000000191e-01
6.289062500000000000e-01,7.019289606249999869e-01,6.820465047125000568e-01,6.414909134624999787e-01
6.328125000000000000e-01,7.065946634499999934e-01,6.866793561249999733e-01,6.456918350250000493e-01
6.367187500000000000e-01,7.112603662750001110e-01,6.913122075375001119e-01,6.498927565875001200e-01
6.406250000000000000e-01,7.159260691000000065e-01,6.959450589500001394e-01,6.540936781499999686e-01
6.445312500000000000e-01,7.205917719249999021e-01,7.005779103624999449e-01,6.582945997125000392e-01
6.484375000000000000e-01,7.252574747499999086e-01,7.052107617750000834e-01,6.624955212749999989e-01
6.523437500000000000e-01,7.299231775750000262e-01,7.098436131874999999e-01,6.666964428374999585e-01
6.562500000000000000e-01,7.345888804000000327e-01,7.144764646000000274e-01,6.708973644000000291e-01
6.601562500000000000e-01,7.391725730500000591e-01,7.191135821750000989e-01,6.753573139749999843e-01
6.640625000000000000e-01,7.437562657000000854e-01,7.237506997500000594e-01,6.798172635499999394e-01
6.679687500000000000e-01,7.483399583500000007e-01,7.283878173250000199e-01,6.842772131250001166e-01
6.718750000000000000e-01,7.529236510000000271e-01,7.330249348999999803e-01,6.887371627000000718e-01
6.757812500000000000e-01,7.575073436500000534e-01,7.376620524750000518e-01,6.931971122749999159e-01
6.796875000000000000e-01,7.620910362999999688e-01,7.422991700499999013e-01,6.976570618500000931e-01
6.835937500000000000e-01,7.666747289499999951e-01,7.469362876249999728e-01,7.021170114250000482e-01
6.875000000000000000e-01,7.712584216000000215e-01,7.515734052000000442e-01,7.065769610000000034e-01
6.914062500000000000e-01,7.757267434999999267e-01,7.562135126500001414e-01,7.114006810999999875e-01
6.953125000000000000e-01,7.801950653999999430e-01,7.608536201000000165e-01,7.162244011999999715e-01
6.992187500000000000e-01,7.846633872999999593e-01,7.654937275500001137e-01,7.210481212999999556e-01
7.031250000000000000e-01,7.891317092000000866e-01,7.701338349999999888e-01,7.258718414000000507e-01
7.070312500000000000e-01,7.936000310999999918e-01,7.747739424499999750e-01,7.306955614999999238e-01
7.109375000000000000e-01,7.980683530000001191e-01,7.794140499000000721e-01,7.355192816000000189e-01
7.148437500000000000e-01,8.025366749000000244e-01,7.840541573499999473e-01,7.403430016999998919e-01
7.187500000000000000e-01,8.070049968000000407e-01,7.886942648000000444e-01,7.451667217999999870e-01
7.226562500000000000e-01,8.114701783250000133e-01,7.933324465250000124e-01,7.500439783249999159e-01
7.265625000000000000e-01,8.159353598500000970e-01,7.979706282500000913e-01,7.549212348500000669e-01
7.304687500000000000e-01,8.204005413750000697e-01,8.026088099750000593e-01,7.597984913749998848e-01
7.343750000000000000e-01,8.248657229000000424e-01,8.072469917000000272e-01,7.646757479000000357e-01
7.382812500000000000e-01,8.293309044250000150e-01,8.118851734250001062e-01,7.695530044249999646e-01
7.421875000000000000e-01,8.337960859499999877e-01,8.165233551499999631e-01,7.744302609500000045e-01
7.460937500000000000e-01,8.382612674750000714e-01,8.211615368750001531e-01,7.793075174749999334e-01
7.500000000000000000e-01,8.427264490000000441e-01,8.257997186000000100e-01,7.841847739999999733e-01
7.539062500000000000e-01,8.470395088874999034e-01,8.302376076124999837e-01,7.887913805375000864e-01
7.578125000000000000e-01,8.513525687750000959e-01,8.346754966250000685e-01,7.933979870749999774e-01
7.617187500000000000e-01,8.556656286624999552e-01,8.391133856375001532e-01,7.980045936124999795e-01
7.656250000000000000e-01,8.599786885500000366e-01,8.435512746500000159e-01,8.026112001499998705e-01
7.695312500000000000e-01,8.642917484375000070e-01,8.479891636624998785e-01,8.072178066874999836e-01
7.734375000000000000e-01,8.686048083249999774e-01,8.524270526749999632e-01,8.118244132249999856e-01
7.773437500000000000e-01,8.729178682125000588e-01,8.568649416875000480e-01,8.164310197624998766e-01
7.812500000000000000e-01,8.772309281000000292e-01,8.613028307000000217e-01,8.210376262999999897e-01
7.851562500000000000e-01,8.809489723500000258e-01,8.651748286500000606e-01,8.251238986000000164e-01
7.890625000000000000e-01,8.846670166000001334e-01,8.690468265999999886e-01,8.292101708999999321e-01
7.929687500000000000e-01,8.883850608500001300e-01,8.729188245500000276e-01,8.332964431999999588e-01
7.968750000000000000e-01,8.921031051000000156e-01,8.767908224999998446e-01,8.373827154999999856e-01
8.007812500000000000e-01,8.958211493499999012e-01,8.806628204499999946e-01,8.414689878000000123e-01
8.046875000000000000e-01,8.995391935999998978e-01,8.845348184000000336e-01,8.455552601000000390e-01
8.085937500000000000e-01,9.032572378500000054e-01,8.884068163499999615e-01,8.496415323999999547e-01
8.125000000000000000e-01,9.069752821000000020e-01,8.922788143000000005e-01,8.537278046999999814e-01
8.164062500000000000e-01,9.101094816874999438e-01,8.956099802625000494e-01,8.574474477125000327e-01
8.203125000000000000e-01,9.132436812750001076e-01,8.989411462249999873e-01,8.611670907249999729e-01
8.242187500000000000e-01,9.163778808625000494e-01,9.022723121874999253e-01,8.648867337375000242e-01
8.281250000000000000e-01,9.195120804499999911e-01,9.056034781499999742e-01,8.686063767500000754e-01
8.320312500000000000e-01,9.226462800374999329e-01,9.089346441125000231e-01,8.723260197624999046e-01
8.359375000000000000e-01,9.257804796249998747e-01,9.122658100749999610e-01,8.760456627749999559e-01
8.398437500000000000e-01,9.289146792125000385e-01,9.155969760374998989e-01,8.797653057874998961e-01
8.437500000000000000e-01,9.320488787999999802e-01,9.189281419999999478e-01,8.834849487999999473e-01
8.476562500000000000e-01,9.341710496124999707e-01,9.217641594999999022e-01,8.882330806249999489e-01
