input,R,G,B
3.359375000000000000e-01,3.800094830750000430e-01,3.800094830750000430e-01,3.800094830749999875e-01
3.398437500000000000e-01,3.834082006375000296e-01,3.834082006374999740e-01,3.834082006375000296e-01
3.437500000000000000e-01,3.868069182000000161e-01,3.868069182000000161e-01,3.868069182000000161e-01
3.476562500000000000e-01,3.902002005124999839e-01,3.902002005124999839e-01,3.902002005124999839e-01
3.515625000000000000e-01,3.935934828249999518e-01,3.935934828250000628e-01,3.935934828250000628e-01
3.554687500000000000e-01,3.969867651374999751e-01,3.969867651375000306e-01,3.969867651375000306e-01
3.593750000000000000e-01,4.003800474499999984e-01,4.003800474500000539e-01,4.003800474499999984e-01
3.632812500000000000e-01,4.037733297625000217e-01,4.037733297624999662e-01,4.037733297624999662e-01
3.671875000000000000e-01,4.071666120750000450e-01,4.071666120749999340e-01,4.071666120749999895e-01
3.710937500000000000e-01,4.105598943875000129e-01,4.105598943875000129e-01,4.105598943875000129e-01
3.750000000000000000e-01,4.139531766999999807e-01,4.139531766999999807e-01,4.139531766999999807e-01
3.789062500000000000e-01,4.174381253375000211e-01,4.174381253374999656e-01,4.174381253374999656e-01
3.828125000000000000e-01,4.209230739749999506e-01,4.209230739750000061e-01,4.209230739750000616e-01
3.867187500000000000e-01,4.244080226124999911e-01,4.244080226124999911e-01,4.244080226124999911e-01
3.906250000000000000e-01,4.278929712499999205e-01,4.278929712500000315e-01,4.278929712499999760e-01
3.945312500000000000e-01,4.313779198875000165e-01,4.313779198875000165e-01,4.313779198875000165e-01
3.984375000000000000e-01,4.348628685250000570e-01,4.348628685250000014e-01,4.348628685250000014e-01
4.023437500000000000e-01,4.383478171624999864e-01,4.383478171625000419e-01,4.383478171625000419e-01
4.062500000000000000e-01,4.418327658000000269e-01,4.418327658000000269e-01,4.418327658000000269e-01
4.101562500000000000e-01,4.455064823500000104e-01,4.455064823500000104e-01,4.455064823500000659e-01
4.140625000000000000e-01,4.491801988999999939e-01,4.491801989000000495e-01,4.491801988999999939e-01
4.179687500000000000e-01,4.528539154499999775e-01,4.528539154500000330e-01,4.528539154499999775e-01
4.218750000000000000e-01,4.565276320000000165e-01,4.565276320000000165e-01,4.565276320000000165e-01
4.257812500000000000e-01,4.602013485500000556e-01,4.602013485500000001e-01,4.602013485500000556e-01
4.296875000000000000e-01,4.638750651000000391e-01,4.638750650999999836e-01,4.638750651000000391e-01
4.335937500000000000e-01,4.675487816500000227e-01,4.675487816500000227e-01,4.675487816499999671e-01
